Video ID,Channel name ,Time of Publishing,Title,Genre,Comment,Error,Category,Correct Form,corrected_text,generated_reason
ifz2RSOCJKk,Soul Music,2022-02-12T09:30:06Z,Tomare Dekhilo (Lyrics) | Habib | তোমারে দেখিলো | Nancy | Lyrics Video,Entertainment,এই গানগুলোর মর্ম হয়তো এখনকার ছেলেমেয়েরা বুঝবে না 😢😢,1,Spelling,এই গানগুলোর মর্ম হয়ত এখনকার ছেলেমেয়েরা বুঝবে না 😢😢,এই গানগুলোর মর্ম হয়তো এখনকার ছেলেমেয়েরা বুঝবে না। 😢😢,"হয়তো-হয়তো, ছেলেমেয়েরা-ছেলেমেয়েরা, বুঝবে না-বুঝবে না।"
tT5bIjghHlQ,DURBIN FILMS,2022-05-05T06:00:12Z,Beyain I Love You| বেয়াইন আই লাভ ইউ | Eid Natok 2022 | Tawsif Mahbub | Tanjin Tisha । Natok 2022,Entertainment,দ্বিতীয় পর্ব চাই তা না হলে কিন্তু যুদ্ধ বাদাই দিব  🥰🥰,1,Spelling,দ্বিতীয় পর্ব চাই তা না হলে কিন্তু যুদ্ধ বাধায় দিব  🥰🥰,"দ্বিতীয় পর্ব চাই, তা না হলে কিন্তু যুদ্ধ বাঁধিয়ে দিব। 🥰🥰",বাদাই - বাঁধিয়ে; দিব - দিব।
iDZfDEu4mUs,Channel i Movies,2021-10-04T13:42:06Z,Amar Bondhu Rashed | আমার বন্ধু রাশেদ | Humaira Himu | Raisul Islam Asad | Channel i Movies,Entertainment,"কিছু বলার ভাষা নেই,, আমার দেখা সেরা  মুভি,, এই মুভিটা কে জাতীয় চলচ্চিত্র  পুরস্কার দেওয়া উচিত,, বাংলা চলচ্চিত্র এখনো মারা যায়নি,, এই মুভিটা তার বাস্তব প্রমান,,",1,Multiple Errors,"কিছু বলার ভাষা নেই,, আমার দেখা সেরা  চলচ্চিত্র,, এই চলচ্চিত্রটা কে জাতীয় চলচ্চিত্র  পুরস্কার দেওয়া উচিত,, বাংলা চলচ্চিত্র এখনো মারা যায়নি,, এই চলচ্চিত্রটা তার বাস্তব প্রমাণ,,",কিছু বলার ভাষা নেই। আমার দেখা সেরা মুভি এটি। এই মুভিটাকে জাতীয় চলচ্চিত্র পুরস্কার দেওয়া উচিত। বাংলা চলচ্চিত্র এখনো মারা যায়নি। এই মুভিটা তার বাস্তব প্রমাণ।,",, - । (full stop): Added a full stop to end the first sentence.,, - এটি: Replaced the second ,, with ""এটি"" to form a complete sentence.,, - । (full stop): Added a full stop to end the third sentence.,, - । (full stop): Added a full stop to end the fifth sentence।"
ZZqk8fU5Wu0,SOMOY TV,2021-12-13T10:15:00Z,আবারো সমালোচনায় টিকটকার 'অপু ভাই' | Yasin Arafat Opu | Viral | Somoy TV,Miscellanous,আমিতো চিনিনা কে এই ছেলে??????????????,1,Spelling,আমিতো চিনি না কে এই ছেলে??????????????,"আমি তো চিনি না, কে এই ছেলে?","আমিতো-আমি তো, ??????????-?।"
IWZxEpnjvKY,Jamuna TV,2022-01-21T15:46:39Z,বরিশালকে জেতালেন জিয়াউর রহমান | Zia_Abolition,Sports,আমার পছন্দের একজন প্লেয়ার জিয়াউর রহমান,1,Code Switching,আমার পছন্দের একজন খেলোয়াড় জিয়াউর রহমান,আমার পছন্দের একজন খেলোয়াড় জিয়াউর রহমান।,প্লেয়ার-খেলোয়াড়
lsUMKxm_VJ8,Unknown Fact BD,2020-06-09T13:37:07Z,হৃদয় ছুঁয়ে যাওয়া ৭টি সেরা ইমোশনাল বিজ্ঞাপন | Top 7 Most Emotional Bangladesh Ads Compilation | HD,Entertainment,যখন ছোট ছিলাম তখন ছিল অনেক অবদার বাবার কাছে।কখনো বুঝতে চাইতাম না কিভাবে দেবে এগুলা 🤨আজ রোজগার করতে শিখেছি এখন বুঝি কিভাবে সকলের আবদার গুলো বাবা পূরণ করতো 😭😭,1,Spelling,যখন ছোট ছিলাম তখন ছিল অনেক আবদার বাবার কাছে।কখনো বুঝতে চাইতাম না কিভাবে দেবে এগুলা 🤨আজ রোজগার করতে শিখেছি এখন বুঝি কিভাবে সকলের আবদার গুলো বাবা পূরণ করতো 😭😭,"যখন ছোট ছিলাম, তখন বাবার কাছে অনেক আবদার ছিল। কখনো বুঝতে চাইতাম না কিভাবে তিনি এগুলো দেবেন। আজ রোজগার করতে শিখেছি, এখন বুঝি কিভাবে সকলের আবদারগুলো বাবা পূরণ করতেন। 😭😭","অবদার-আবদার, এগুলা-এগুলো, করতো-করতেন।"
JwsCMlfojmY,Rek Labib Agency,2023-11-23T17:45:42Z,একদিনের জন্য মেয়ে হলে কি করতেন? - Tawhid Afridi | Nowseen Sudha | Adda With REK | REK Labib Agency,Entertainment,"এই শোটা সবচেয়ে বেস্ট শো, তাওহিদ আফ্রিদির কথা গুলো খুব সুন্দর,",1,Code Switching,"এই অনুষ্ঠানটা সবচেয়ে সেরা অনুষ্ঠান, তাওহিদ আফ্রিদির কথা গুলো খুব সুন্দর,","এই শোটা সবচেয়ে ভালো শো, তাওহিদ আফ্রিদির কথাগুলো খুব সুন্দর।","বেস্ট - ভালো, গুলো - কথাগুলো।"
uX_4qJn2E-I,Mahakash TV,2020-10-17T05:54:04Z,সৌরজগৎ কি ? সব গ্রহ সম্পর্কে বিস্তারিত জানুন | All Planets Information by Facts Knowing,Miscellaneous,ভাই আপনার কথা বলার স্টাইল খুব সুন্দর অনেক ধন্যবাদ,1,Code Switching,ভাই আপনার কথা বলার শৈলী খুব সুন্দর অনেক ধন্যবাদ,"ভাই, আপনার কথা বলার স্টাইল খুব সুন্দর। অনেক ধন্যবাদ।",বাক্যটিকে দুটি আলাদা বাক্যে বিভক্ত করা হয়েছে এবং কমা ব্যবহার করা হয়েছে।
UXyuBZ6bW_o,Desh TV News,2023-02-11T15:18:08Z,নারী ও উঠতি বয়সী মেয়েদের টার্গেট করতো দারাজের ডেলিভারিম্যান | DARAZ Delivery Man | Desh TV News,News,দারাজ এর সেলার এবং অফিসের লোকজন দের ব্যাবহার কথা বাতা খারাপ। এটা কে সমাধান করা দরকার,1,Multiple Errors,দারাজ এর বিক্রেতা এবং অফিসের লোকজন দের ব্যাবহার কথা বার্তা খারাপ। এটা কে সমাধান করা দরকার,দারাজের সেলার এবং অফিসের লোকজনের ব্যবহারের কথা ও বার্তা খারাপ। এটাকে সমাধান করা দরকার।,"এর-এ, দের-গণের, ব্যাবহার-ব্যবহারের, বাতা-বার্তা, কে-এটাকে।"
9EZrm6i3RvE,Jamuna TV,2023-12-03T13:45:01Z,"প্রার্থিতা বাতিল হলো হিরো আলম, মাহিয়া মাহি ও মাহি বি চৌধুরীর; কিন্তু কেন? | Election 2024 | JamunaTV",Politics,"এই সুযুগে আলেম ওলামা দের উচিত প্রার্থী হওয়া,",1,Spelling,"এই সুযোগে আলেম ওলামা দের উচিত প্রার্থী হওয়া,",এই সুযোগে আলেম ওলামাদের উচিত প্রার্থী হওয়া।,দের-দের।
F0E-G00DUrA,Shohid On The Go Europe,2023-08-25T10:06:31Z,15 বছর সাত মাসে এই ভাইয়া জীবনের কত বড় রিক্স নিয়ে ইউরোপে এসেছে দেখেন,Miscellanous,ইউরোপ আর যেতে পারাবো বলে মনে হয় না 😢,1,Code Switching,যুক্তরাজ্যে আর যেতে পারাবো বলে মনে হয় না 😢,ইউরোপ আর যেতে পারবো বলে মনে হয় না 😢,"পারাবো-পারবো, হয়-হয়।"
kLqxtqbYCmo,Plabon World,2023-05-20T08:00:18Z,ব্রেইন নিয়ে খেলা এক খু'নের রহস্য | New Suspense thriller movie explained in bangla | plabon world,Entertainment,ভাইয়া প্রতি দিন অপেক্ষা করি কখন আপনার মুভি এক্সপ্লেইন  শুনবো 😊😊,1,Code Switching,ভাইয়া প্রতি দিন অপেক্ষা করি কখন আপনার চলচ্চিত্র ব্যাখ্যা  শুনবো 😊😊,ভাইয়া প্রতিদিন অপেক্ষা করি কখন আপনার মুভির এক্সপ্লেনেশন শুনবো 😊😊।,"প্রতি দিন-প্রতিদিন, মুভি-মুভির, এক্সপ্লেইন-এক্সপ্লেনেশন, শুনবো-শুনবো।"
tT5bIjghHlQ,DURBIN FILMS,2022-05-05T06:00:12Z,Beyain I Love You| বেয়াইন আই লাভ ইউ | Eid Natok 2022 | Tawsif Mahbub | Tanjin Tisha । Natok 2022,Entertainment,তৌসিফ মাহবুব মানেই ভাললাগা ও ভালবাসার গল্প 😍🥰💯,1,Spelling,তৌসিফ মাহবুব মানেই ভাল লাগা ও ভালবাসার গল্প 😍🥰💯,তৌসিফ মাহবুব মানেই ভালো লাগা ও ভালোবাসার গল্প 😍🥰💯,"ভাললাগা - ভালো লাগা, ভালবাসার - ভালোবাসার।"
h06EEkQGVHs,DIPU official,2022-06-01T17:58:20Z,হাজার হাজার ডিপ্রশনে থাকা মানুষের আর্তনাদ ll most popular song 2022 ll emu official music এই অবেলায়,Entertainment,এখানে আমর চিৎকার ও ছিলো🖤🖤,1,Spelling,এখানে আমার চিৎকার ও ছিলো🖤🖤,এখানে আমার চিৎকারও ছিল।,"আমর-আমার, ছিলো-ছিল, ও-ও।"
HFRHEPyouA8,Info Hunter,2022-11-16T13:00:17Z,লালবাগে সিদ্দিক ভাইয়ের কারেলি গোশতের স্পেশাল নেহারি | Info Hunter,Miscellanous,নেহারির সাথে হাতের আডডিটা চলে যাবে,1,Spelling,নেহারির সাথে হাতের হাড্ডিটা চলে যাবে,নেহারীর সাথে হাতের আড্ডাটা জমে যাবে।,"আডডিটা - আড্ডাটা, চলে যাবে - জমে যাবে।"
16IJh8Quuv8,BBC News বাংলা,2021-03-24T13:00:15Z,যে প্রেম কাহিনী কোন বাধা মানেনি | BBC Bangla,Miscellaneous,"কিজে বলবো বোজতে পারতেছি না। আল্লাহ জেনো এই ওছিলায় এই মেয়েকে জান্নাত দান করেন, এবং তার সামিকেও জেন তার সাথে জান্নাতে রাখেন। আমিন😥😥",1,Spelling,"কি যে বলবো বুঝতে পারছি না। আল্লাহ যেনো এই উসিলায় এই মেয়েকে জান্নাত দান করেন, এবং তার স্বামীকেও যেন তার সাথে জান্নাতে রাখেন। আমিন😥😥","কী যে বলবো বুঝতে পারছি না। আল্লাহ যেন এই ওসিলায় এই মেয়েকে জান্নাত দান করেন, এবং তার স্বামীকে যেন তার সাথে জান্নাতে রাখেন। আমিন। 😥😥","কিজে-কী যে, বোজতে-বুঝতে, জেনো-যেন, ওছিলায়-ওসিলায়, সামিকেও-স্বামীকেও, জেন-যেন, রাখেন-রাখেন।, -।"
2T0h_XBwNZE,News Flash 71,2023-12-12T13:14:41Z,EXCLUSIVE: ম দ ও নারীর নে শা’য় ধ্বং’সের মুখে টিকটকার মামুন | Prince Mamun | Blue Fairy Laila,Miscellanous,তুমি আপু আল্লাহর পথে চলার চেষ্টা করুন তোমার জন্য ভাই টার দোয়া মামুন একটা তোমার জীবনের অভিশাপ পায়ের জুতা মাথায় নিলে এরকম হয় ও রাস্তার কুকুর 🐕 ওকে যদি বেডরুমে নিয়ে এটার জন্য তুমি নিজেই দাইয়ি,1,Multiple Errors,তুমি আপু আল্লাহর পথে চলার চেষ্টা করুন তোমার জন্য ভাই টার দোয়া মামুন একটা তোমার জীবনের অভিশাপ পায়ের জুতা মাথায় নিলে এরকম হয় ও রাস্তার কুকুর 🐕 ওকে যদি শয়নকক্ষে নিয়ে যায় এটার জন্য তুমি নিজেই দ্বায়ী,"তুমি আপু আল্লাহর পথে চলার চেষ্টা করো। তোমার জন্য ভাই এর দোয়া আছে। ""মামুন একটা তোমার জীবনের অভিশাপ, পায়ের জুতা মাথায় নিলে এরকম হয় ও রাস্তার কুকুর।"" ওকে যদি বেডরুমে নিয়ে যাও, এটার জন্য তুমি নিজেই দায়ী।","করুন-করো, ভাই টার-ভাই এর, দাইয়ি-দায়ী"
2pMjYSr2YNA,Channel i Movies,2023-01-21T11:28:23Z,Post Master 71 | পোস্টমাষ্টার ৭১ | Bangla Movie | Ferdous | Moushumi | Arnob Khan | Channel i Movies,Entertainment,বাংলা সিনেমার কিছু গল্প আছে যদি  কারো ইচ্ছে হয় যানতে পারেন?,1,Spelling,বাংলা চলচ্চিত্রের কিছু গল্প আছে যদি  কারো ইচ্ছে হয় জানতে পারেন?,"বাংলা সিনেমার কিছু গল্প আছে, যদি কারো ইচ্ছে হয় জানতে পারেন।","যানতে-জানতে, হয়-হয়, পারেন?-পারেন।"
5DL10pkgnOw,Enayet Chowdhury,2023-09-28T11:00:04Z,হিন্দি সিনেমা আনা বন্ধ হলেই সব ঠিক হবে না যে কারণে । Bollywood in Bangladesh | Enayet Chowdhury,Miscellaneous,"ভাইয়া খুব সাহসী,  সুন্দর এবং তথ্য বহুল কন্টেন্ট।",1,Code Switching,"ভাইয়া খুব সাহসী,  সুন্দর এবং তথ্য বহুল বিষয়বস্তু।","ভাইয়া খুব সাহসী, সুন্দর এবং তথ্যবহুল কন্টেন্ট।",তথ্য বহুল-তথ্যবহুল।
UXyuBZ6bW_o,Desh TV News,2023-02-11T15:18:08Z,নারী ও উঠতি বয়সী মেয়েদের টার্গেট করতো দারাজের ডেলিভারিম্যান | DARAZ Delivery Man | Desh TV News,News,"দৃষ্টান্তমূলক শাস্তি না হলে এই সব অপরাধ থামানো যাবে না । প্রশাষনকে না , বিচারকগণকে অনুরোধ করছি সহজে জামিন না দিয়ে কঠিন শাস্তি দিন ।",1,Spelling,"দৃষ্টান্তমূলক শাস্তি না হলে এই সব অপরাধ থামানো যাবে না । প্রশাসনকে না , বিচারকগণকে অনুরোধ করছি সহজে জামিন না দিয়ে কঠিন শাস্তি দিন ।","দৃষ্টান্তমূলক শাস্তি না হলে এই সব অপরাধ থামানো যাবে না। প্রশাসনকে নয়, বিচারকগণকে অনুরোধ করছি সহজে জামিন না দিয়ে কঠিন শাস্তি দিন।",প্রশাষনকে না-প্রশাসনকে নয়।
URyYGRq4Lvg,Channel 24 Entertainment,2023-11-03T08:50:01Z,যেকারণে প্রধানমন্ত্রীর কাছে বিচার চাইলেন লুবাবার মা | Mother of Simrin Lubaba | Channel 24,News,"আপনারা কিছু হলেই মাননীয় প্রধানমন্ত্রীকে কেন এর মাঝে জড়ান কেন,  আইন আছে  মমলা করেন। আশা করি বিচার পাবেন।",1,Spelling,"আপনারা কিছু হলেই মাননীয় প্রধানমন্ত্রীকে কেন এর মাঝে জড়ান কেন,  আইন আছে  মামলা করেন। আশা করি বিচার পাবেন।","আপনারা কিছু হলেই মাননীয় প্রধানমন্ত্রীকে কেন এর মাঝে জড়ান, আইন আছে, মামলা করুন। আশা করি বিচার পাবেন।",কেন এর মাঝে জড়ান কেন - কেন এর মাঝে জড়ান; করেন - করুন।
cHnmWSOPfHE,Hero Alom OFFICIAL,2021-09-04T10:50:00Z,Manike Mage Hithe | হিরো আলম ভার্সন | Hero Alom New Song | Yohani | Hero Alom Official,Entertainment,যোদি মন খারাপ হয় তখন আমি আলম ভাইয়ের গান শুনি মন ভালো হয়ে যায়,1,Spelling,যদি মন খারাপ হয় তখন আমি আলম ভাইয়ের গান শুনি মন ভালো হয়ে যায়,"যদি মন খারাপ হয়, তখন আমি আলম ভাইয়ের গান শুনি, মন ভালো হয়ে যায়।","যোদি-যদি, হয়-হয়, হয়ে-হয়ে।"
99H2SSopHl4,Shahriar Nazim Joy Show,2023-06-19T18:48:04Z,শাকিব খান এবং অপু বিশ্বাসকে নিয়ে বুবলির সম্পূর্ণ ইন্টারভিউ,Miscellaneous,আললাহ জাকে জেরকম রাখছে তাতেই শান্ত থাকো পাঁচ ওয়াকতো নামাজ পড়েন এপারের জিবনের চেও ওপারের জিবন অনেক সুন্দর,1,Spelling,আল্লাহ যাকে যেরকম রাখছে তাতেই শান্ত থাকো পাঁচ ওয়াক্ত নামাজ পড়েন এপারের জীবনের চেয়ে ওপারের জীবন অনেক সুন্দর,আল্লাহ যাকে যেরকম রেখেছেন তাতেই শান্ত থাকো। পাঁচ ওয়াক্ত নামাজ পড়েন। এপারের জীবনের চেয়ে ওপারের জীবন অনেক সুন্দর।,"জাকে-যাকে, রাখছে-রেখেছেন, পড়েন-পড়েন, চেও-চেয়ে, জিবনের-জীবন।"
zBPoDX9TSXA,Cine Fever Bangla,2022-07-15T17:32:43Z,বড়লোক অনন্ত বর্ষা কে ধুয়ে দিল পরীমনি!দেখুন কি বলল,Entertainment,শুধু টাকা থাকলেই মানুষ হওয়া যায় না। মনুষত্য বলতে কিছু থাকলে তবেই মানুষ,1,Spelling,শুধু টাকা থাকলেই মানুষ হওয়া যায় না। মনুষ্যত্ব বলতে কিছু থাকলে তবেই মানুষ,শুধু টাকা থাকলেই মানুষ হওয়া যায় না। মনুষ্যত্ব বলতে কিছু থাকলে তবেই মানুষ।,"মনুষত্য - মনুষ্যত্ব, হলে-থাকলে।"
kdvBXg4r_yw,BVNEWS24,2021-11-11T14:15:30Z,র‌্যাবের কাছে ছাত্রলীগ নেতাদের ‘কুকুরের মতো’ পেটানোর কৈফিয়ত চাইলেন শামীম ওসমান | BVNEWS24,Politics,আলহামদুলিল্লাহ। অন্যায় কারীকে আশ্রয় ও পশ্রয় দেওয়া ঠিক নয়। কর্মকর্তা বলেছেন  এখনও পিটানো হয় নাই। মানে মাত্র শুরু।,1,Spelling,আলহামদুলিল্লাহ। অন্যায় কারীকে আশ্রয় ও প্রশ্রয় দেওয়া ঠিক নয়। কর্মকর্তা বলেছেন  এখনও পিটানো হয় নাই। মানে মাত্র শুরু।,"আলহামদুলিল্লাহ। অন্যায়কারীকে আশ্রয় ও প্রশ্রয় দেওয়া ঠিক নয়। কর্মকর্তা বলেছেন, ""এখনও পেটানো হয়নি। মানে মাত্র শুরু।""","কারীকে-অন্যায়কারীকে, পশ্রয়-প্রশ্রয়, বলেছেন-বলেছেন,, পিটানো-পেটানো, হয়-হয়নি।"
7izt614wtgI,Eagle Music Video Station,2016-07-05T21:08:16Z,BAHUDORE | Imran | Brishty | Official Music Video | 2016,Entertainment ,2016 সালে সুনছি আবারও  2022সালে অসাধারণ ইমরানের এই Masterpiece 😍,1,Spelling,2016 সালে শুনছি আবারও  2022সালে অসাধারণ ইমরানের এই Masterpiece 😍,"2016 সালে শুনেছিলাম, আবারও 2022 সালে অসাধারণ ইমরানের এই মাস্টারপিস!","সুনছি - শুনেছিলাম, সালে-সালে, Masterpiece-মাস্টারপিস, 😍-!"
