Video ID,Channel name ,Time of Publishing,Title,Genre,Comment,Error,Category,Correct Form,corrected_text,generated_reason
yEDfx2NWMXY,Ekattor TV,2023-05-25T08:04:56Z,"যুক্তরাষ্ট্রের নতুন ভিসা নীতি, বাংলাদেশ থেকে যারা পাবেন না ভিসা | USA | News | Ekattor TV",News,আলহামদুলিল্লাহ আমি চাই বাংলাদেশ সব সেক্টরে নিষেধাজ্ঞা দেয়া হোক,1,Spelling,আলহামদুলিল্লাহ আমি চাই বাংলাদেশ সব সেক্টরে নিষেধাজ্ঞা দেওয়া হোক,"আলহামদুলিল্লাহ, আমি চাই বাংলাদেশের সব সেক্টরে নিষেধাজ্ঞা দেওয়া হোক।","বাংলাদেশ-বাংলাদেশের, দেয়া/দেওয়া - দেওয়া।"
doveDe9YvJc,roni mazumder,2023-04-26T14:22:32Z,সন্ধ্যায় জমজমাট চীনের ফুটপাথ মার্কেট ।।   CHINA TRAVEL VLOG,Miscellaneous,"চেংডু, শিচুয়ান, চীন সর্ম্পকে জানতে ও দেখতে চাই।",1,Spelling,"চেংডু, শিচুয়ান, চীন সম্পর্কে জানতে ও দেখতে চাই।","চেংডু, সিচুয়ান, চীন সম্পর্কে জানতে ও দেখতে চাই।",সর্ম্পকে-সম্পর্কে.
lWm2zfShWA4,Jago News,2022-07-26T07:45:51Z,অপু বিশ্বাস- বর্ষার দ্বন্দ্বের শুরুটা হলো যেভাবে || Jago News,Miscellanous,এই বর্ষা আরো অনন্ত জলিল এরা কিসের নায়ক নায়িকা দুই চার টাকার মালিক হলে বাঘের ছবি কিনতে পাওয়া যায় আর এই শাকিব আর অপুর মতন একেবারে জিরো থেকে হিরো হওয়া টা এত বড় সোজা কথা আজকাল টাকা হলে সব কিছু কিনতে পাওয়া যায় সেটা কি জানো,1,Multiple Errors,এই বর্ষা আর অনন্ত জলিল এরা কিসের নায়ক নায়িকা দুই চার টাকার মালিক হলে বাঘের ছবি কিনতে পাওয়া যায় আর এই শাকিব আর অপুর মতন একেবারে শূন্য থেকে হিরো হওয়া টা এত বড় সোজা কথা আজকাল টাকা হলে সব কিছু কিনতে পাওয়া যায় সেটা কি জানো,"এই বর্ষা, অনন্ত জলিল এরা কিসের নায়ক নায়িকা? দুই চার টাকার মালিক হলেই বাঘের ছবি কিনতে পাওয়া যায়। আর এই শাকিব আর অপুর মতন একেবারে জিরো থেকে হিরো হওয়াটা এত বড় সোজা কথা না। আজকাল টাকা হলে সবকিছু কিনতে পাওয়া যায়, সেটা কি জানো?","আরো- , (comma added for clarity), কিসের-কিসের (corrected spelling), নায়িকা দুই চার-নায়িকা? দুই চার (added question mark and space for clarity), হলে-হলেই (corrected word), মতন-মতো (corrected spelling), হওয়া টা-হওয়াটা (corrected spacing), না-না (added for clarity), সোজা কথা আজকাল-সোজা কথা না। আজকাল (added for clarity)."
7izt614wtgI,Eagle Music Video Station,2016-07-05T21:08:16Z,BAHUDORE | Imran | Brishty | Official Music Video | 2016,Entertainment ,সেই দিনগুলো খুব মিস করি এই গানটা শুনলে,1,Code Switching,সেই দিনগুলো খুব মনে করি এই গানটা শুনলে,সেই দিনগুলো খুব মিস করি এই গানটা শুনলে।,No changes required.
MOh4bZuzcCc,Labib Hossain Joy,2022-05-04T13:00:15Z,রাঙ্গামাটি ভ্রমণের সবকিছু এক ভিডিওতে | Rangamati Day Tour Plan | শুভলং ঝর্না | কাপ্তাই লেক 🇧🇩,Entertainment,মাশা আল্লাহ্  আল্লাহ্ তায়ালা র অপুরুপ সৃষ্টি,1,Spelling,মাশা আল্লাহ  আল্লাহ তায়ালার অপরুপ সৃষ্টি,"মাশাআল্লাহ, আল্লাহ তায়ালার অপুরূপ সৃষ্টি।","মাশা আল্লাহ্ - মাশাআল্লাহ, আল্লাহ্ তায়ালা র - আল্লাহ তায়ালার, অপুরুপ - অপুরূপ।"
97T8pqm_FQE,Channel 24 Entertainment,2022-11-18T17:26:38Z,ঢাকার মঞ্চে নোরা ফাতেহি | Nora Fatehi | Channel 24,Entertainment,নরা একজন মুসলিম ডান্সআর। আল্লাহ তাকে আরও সম্মান দিক।,1,Code Switching,নরা একজন মুসলিম নৃত্যশিল্পী। আল্লাহ তাকে আরও সম্মান দিক।,নরা একজন মুসলিম নৃত্যশিল্পী। আল্লাহ তাকে আরও সম্মান দিন।,"ডান্সআর - নৃত্যশিল্পী, দিক - দিন।"
n0s69asHM-M,Jamuna TV,2022-01-27T17:11:43Z,পপির বুকে পিস্তল ঠেকিয়েছিলেন জায়েদ খান! | Popy | Zayed | FDC,News,ইলিয়াস ভাই আজকে পাশ করে আসলে আগে পপির বিষয় নিয়ে তদন্ত করে জায়েদ কে আজীবন এফডিসি থেকে বের করে দেওয়া হক,1,Spelling,ইলিয়াস ভাই আজকে পাশ করে আসলে আগে পপির বিষয় নিয়ে তদন্ত করে জায়েদ কে আজীবন এফডিসি থেকে বের করে দেওয়া হোক ,ইলিয়াস ভাই আজকে পাশ করে আসলে আগে পপির বিষয় নিয়ে তদন্ত করে জায়েদকে আজীবন এফডিসি থেকে বের করে দেওয়া হোক।,"কে - কে, হক - হোক।"
qbN7DtPAKQo,Eagle Music Video Station,2018-04-26T12:37:36Z,Oporadhi | Ankur Mahamud Feat Arman Alif | Bangla Song 2018 | Official Video,Entertainment,11.12.23 শুনলাম গানটা❤শুনলেই অনেক সৃতি মনে পরে যাই😢,1,Spelling,11.12.23 শুনলাম গানটা❤শুনলেই অনেক স্মৃতি মনে পরে যাই😢,"১১/১১ই/২০২৩ শুনলাম গানটা, শুনলেই অনেক স্মৃতি মনে পড়ে যায়। 😢","11.12.23 - ১১/১১ই/২০২৩, সৃতি - স্মৃতি, পরে - পড়ে, যাই-যায়।"
9WkHiwQLORk,Swapner Karigor,2019-03-26T08:58:48Z,Petuk Jamai | পেটুক জামাই | Akhomo Hasan | Ireen Tany | Rajib Moni Das | Bangla Comedy Natok 2019,Entertainment,আল্লাহ উপর সব সময় খুশী থাকা উছিত,1,Spelling,আল্লাহ উপর সব সময় খুশি থাকা উচিত,আল্লাহর উপর সবসময় খুশি থাকা উচিত।,"উপর-উপর, সময়-সময়, খুশী-খুশি, উছিত-উচিত।"
UkPG3emLrZs,Channel 24,2023-08-10T08:47:54Z,চায়ের দোকান থেকে আজ বিসিএস ক্যাডার | Shariatpur BCS | Tea Seller | Channel 24,Miscellaneous,ব্রো যদিও গল্পটা মন ছুয়ে গেল কিন্তু তুমি কি আখেরাতের কথা ভেবেছো পাঁচ অক্ত নামাজ পড়ো ঈমান ঠিক রাখো তাহলে দুনিয়া ও আখেরাতে সফলতা পাবে ইনশাআল্লাহ😊😊,1,Multiple Errors,ভাই যদিও গল্পটা মন ছুঁয়ে গেল কিন্তু তুমি কি আখেরাতের কথা ভেবেছো পাঁচ ওয়াক্ত নামাজ পড়ো ঈমান ঠিক রাখো তাহলে দুনিয়া ও আখেরাতে সফলতা পাবে ইনশাআল্লাহ😊😊,"ভাই, যদিও গল্পটা মন ছুঁয়ে গেল, কিন্তু তুমি কি আখিরাতের কথা ভেবেছ? পাঁচ ওয়াক্ত নামাজ পড়ো, ঈমান ঠিক রাখো, তাহলে দুনিয়া ও আখিরাতে সফলতা পাবে, ইনশাআল্লাহ। 😊😊","ব্রো-ভাই, ছুয়ে-ছুঁয়ে, অক্ত-ওয়াক্ত।"
h06EEkQGVHs,DIPU official,2022-06-01T17:58:20Z,হাজার হাজার ডিপ্রশনে থাকা মানুষের আর্তনাদ ll most popular song 2022 ll emu official music এই অবেলায়,Entertainment,ডিপ্রেশন শব্দটা শুধু মনের ভাবের যে কথাগুলো রয়েছে তা প্রকাশে সীমাবদ্ধ নেই,1,Code Switching,বিষন্নতা শব্দটা শুধু মনের ভাবের যে কথাগুলো রয়েছে তা প্রকাশে সীমাবদ্ধ নেই,ডিপ্রেশন শব্দটা শুধু মনের ভাবের কথাগুলো প্রকাশে সীমাবদ্ধ নয়।,যে - বাদ /নয়-নেই।
K9W52rpdlLQ,Maasranga Movies,2022-06-08T10:56:46Z,"Hawa-হাওয়া | Trailer | Chanchal Chowdhury, Nazifa Tushi | Mejbaur Rahman Sumon | Maasranga Movies",Entertainment,"এই প্রথম বাংলাদেশের কোনো ছবির ট্রেইলার হিন্দি, তামিল, সবকিছু কেও অপেক্ষার ঊর্ধ্বে চলে গেলো! ছবির বাজেট কোনো বেপার না, ছবির কাহিনি বা সংলাপ এগুলোই হলো একটা মুভির মূল ভিত্তি যা বাংলার কোনো মুভি তা প্রমাণ করতে সক্ষম হলো।।",1,Multiple Errors,"এই প্রথম বাংলাদেশের কোন ছবির ট্রেইলার হিন্দি, তামিল, সবকিছু কেও অপেক্ষার ঊর্ধ্বে চলে গেলো! ছবির বাজেট কোন বেপার না, ছবির কাহিনি বা সংলাপ এগুলোই হলো একটা চলচ্চিত্রের মূল ভিত্তি যা বাংলার কোন চলচ্চিত্র তা প্রমাণ করতে সক্ষম হলো।।","এই প্রথম বাংলাদেশের কোনো ছবির ট্রেইলার হিন্দি, তামিল, সবকিছুকে/সবকিছুকে-ই অপেক্ষার ঊর্ধ্বে চলে গেল! ছবির বাজেট কোনো ব্যাপার না, ছবির কাহিনি/কাহিনী বা সংলাপগুলোই হল/হলো একটা মুভির মূল ভিত্তি যা বাংলার কোনো মুভি তা প্রমাণ করতে সক্ষম হল/হলো।","কেও-কে/কেই, গেলো-গেল/গেলো, বেপার-ব্যাপার, হলো-হল/হলো, মুভি-মুভির, তা-যা, হল-হলো।"
y0AUADoXyGU,Fly Sports 24,2023-05-27T08:25:47Z,ভক্তের সাথে মুস্তাফিজের এ কেমন ব্যাবহার! মুহুর্তেই ভাইরাল | Mustafizur Rahman fan | bd cricket news,Sports,অলপ পানির মাছ বেসি পানিতে পরলে এমনি হয়,1,Spelling,অল্প পানির মাছ বেশি পানিতে পড়লে এমনি হয়,কম পানির মাছ বেশি পানিতে পড়লে এমনই হয়।,"অলপ-কম, বেসি-বেশি, পরলে-পড়লে, এমনি-এমনি/এরূপ/এমন।"
bj-yxJw6pV4,Rtv Drama,2023-09-11T11:00:10Z,"Bhalobashar Rong | ভালোবাসার রং | Mumtaheena Toya, Shamol Mawla | Bangla New Natok 2023 | Rtv Drama",Entertainment,ফেসবুকে শর্ট ভিডিও  দেখে কে কে আমার মত আসছেন নাটকটা দেখতে 😊,1,Code Switching,ফেসবুকে স্বল্পদৈর্ঘ্য চলচ্চিত্র  দেখে কে কে আমার মত আসছেন নাটকটা দেখতে 😊,ফেসবুকে শর্ট ভিডিও দেখে কে কে আমার মতো আসছেন নাটকটা দেখতে? 😊,"মত-মতো, আসছেন-আসছেন?, নাটকটা দেখতে 😊-নাটকটা দেখতে? 😊."
Vhj-_avEjs0,Ritu Hossain,2023-06-26T12:00:08Z,রিতু নিজের টাকায় রুম ডেকোরেশন করলো | My Home Tour VLOG | Ritu Hossain | Rakib Hossain,Entertainment,রিতু আপু তোমার রুমটা খুবই সুন্দর হয়েছে❤❤❤❤,1,Spelling,রিতু আপু তোমার কক্ষটা খুবই সুন্দর হয়েছে❤❤❤❤,"রিতু আপু, তোমার রুমটা খুবই সুন্দর হয়েছে।❤❤❤❤","তোমার-তোমার, হয়েছে-হয়েছে।"
e4rYWAVnYV0,Bangladesh Student Council,2021-08-15T11:46:01Z,কি হয়েছিল সেই কলঙ্কিত রাতে! || A Documentary Film of 15 August || By Bangladesh Student Council,Miscellaneous,জাতির নাম রবে চির অম্লান। জাতির পক্ষ থেকে অামারা তার রূহের মাগফেরাত কামনা করি। মহান অাল্লাহপাক তাকে জান্নাতুল ফেরদৌসের অধিবাসী করুন। অামিন।,1,Spelling,জাতির নাম রবে চির অম্লান। জাতির পক্ষ থেকে আমরা তার রুহের মাগফেরাত কামনা করি। মহান আল্লাহপাক তাকে জান্নাতুল ফেরদৌসের অধিবাসী করুন। আমিন।,জাতির নাম রবে চির অম্লান। জাতির পক্ষ থেকে আমরা তাঁর রূহের মাগফেরাত কামনা করি। মহান আল্লাহ্ পাক তাঁকে জান্নাতুল ফেরদৌসের অধিবাসী করুন। আমিন।,"অামারা-আমরা, তার-তাঁর, অাল্লাহপাক-আল্লাহ্ পাক, তাকে-তাঁকে।"
fHWz7UXPx6A,Peacock Entertainment,2023-11-23T12:00:12Z,Bad Ass (খারাপ গাধা) Ep 01 | Prottoy Heron | Mahima | Bannah | Samina | Mona | Anik | New Natok 2023,Entertainment,এটা দেখার অপেক্ষায় ছিলাম। প্রতিটা পর্ব দেখবো... এই গ্রুপের নাটক গুলা খুবই ভালো লাগে। কে কে ইনাদের নাটক পছন্দ করেন ❤,1,Spelling,এটা দেখার অপেক্ষায় ছিলাম। প্রতিটা পর্ব দেখবো... এই গ্রুপের নাটক গুলা খুবই ভালো লাগে। কে কে এঁদের নাটক পছন্দ করেন ❤,এটা দেখার অপেক্ষায় ছিলাম। প্রতিটা পর্ব দেখব... এই গ্রুপের নাটকগুলো খুবই ভালো লাগে। কে কে এদের নাটক পছন্দ করেন? ❤,"দেখবো-দেখব, গুলা-গুলো, ইনাদের- এদের।"
mw4WHiKsowg,Protidiner Bangladesh,2023-09-13T06:57:56Z,মিরপুরের ভাইরাল হাসান মামার চুইঝাল | Mirpur Street Food | Hasan Mamar Biriyani,News,"সেদিন একটা ইন্টারভিউতে বললো ১২০ কেজি গরুর মাংস বিক্রি আজকে বললো ১৮০ কেজি, এতো বিক্রি হইলে এতোদিনে তো উনি বড় রেস্টুরেন্ট দিয়ে ফেলতে পারতেন অভিজাত এলাকায়",1,Multiple Errors,"সেদিন একটা সাক্ষাৎকারে বললো ১২০ কেজি গরুর মাংস বিক্রি আর আজকে বললো ১৮০ কেজি, এত বিক্রি হলে এতদিনে তো উনি বড় রেস্টুরেন্ট দিয়ে ফেলতে পারতেন অভিজাত এলাকায়","সেদিন একটা ইন্টারভিউতে বললো ১২০ কেজি গরুর মাংস বিক্রি, আজকে বললো ১৮০ কেজি। এত বিক্রি হলে এতদিনে তো উনি বড় রেস্টুরেন্ট দিয়ে ফেলতে পারতেন অভিজাত এলাকায়।","বললো-বললো, বিক্রি আজকে বললো-বিক্রি, আজকে বললো, হইলে-হলে, এতো-এত, উনি-তিনি।"
RFwZRORxkdc,Dr. Mekhala Sarkar,2021-02-27T13:30:07Z,"HYSTERIA (Conversion Disorder) signs, symptoms and treatment in Bangla by Dr Mekhala Sarkar",Miscellaneous,বমি ভাব বা বমি হওয়ার পর খিচুনি হচ্ছে,1,Spelling,বমি ভাব বা বমি হওয়ার পর খিঁচুনি হচ্ছে,বমি ভাব বা বমি হওয়ার পরে খিঁচুনি হচ্ছে।,হওয়ার-হওয়ার।
dvbhI7lB5Yg,বিস্ময় বাংলা,2023-05-01T11:00:23Z,যে ৫টি কারনে ২০২৩ বিশ্বকাপ জিততে পারে বাংলাদেশ || 5 Reason Bangladesh Could Win World Cup 2023,Miscellaneous,ইনশাআল্লাহ এবারের বিশ্বকাপ জিততে জাবো।❤❤❤,1,Spelling,ইনশাআল্লাহ এবারের বিশ্বকাপ জিততে যাবো।❤❤❤,"ইনশাআল্লাহ, এবারের বিশ্বকাপ জিততে পারব। ❤❤❤",জাবো-পারব।
hR-b0uwX1g0,G Series Bangla Movies,2016-06-22T19:34:59Z,Poddaboti | পদ্মাবতী | Bangla Full Movie | Waseem | Anju | Javed | Rozi Samad | Dilara,Entertainment,💞কে কে নামাজ কে ভালেবাসেন💞,1,Spelling,💞কে কে নামাজ কে ভালোবাসেন💞,কে কে নামাজকে ভালোবাসেন?,"কে-কে, নামাজ কে-নামাজকে, ভালেবাসেন-ভালোবাসেন।"
O447Od0KaG8,Rasel 2 million,2023-01-11T09:00:05Z,রাতারাতি টিকটকে ভাইরাল ডায়লগ | Mosharraf | Habu vai |Tawhid Afridi |  Bangla Viral Dialogue | R2M,Entertainment,আমার ভুল হৈছে খামা করে দেন😄😄😄,1,Spelling,আমার ভুল হয়েছে ক্ষমা করে দেন😄😄😄,"আমার ভুল হয়েছে, ক্ষমা করে দিন 😄😄😄।","হৈছে-হয়েছে, খামা-ক্ষমা, দেন-দিন, added period for sentence completion."
1vvPhwnSTFY,Dhruba Clips,2019-09-10T14:12:09Z,গার্লফ্রেন্ড এর প্যারা কাকে বলে । পুলিশ নিয়ে বয়ফ্রেন্ডের বাসায় হাজির | আফরান নিশো | তানজিন তিশা,Entertainment,বিয়ের স্টেজ থেকে পালাইয়া গেছে তার মানে আপনার ঝামেলা আছে😂😆😆😆😆🤣🤣🤣,1,Spelling,বিয়ের স্টেজ থেকে পালিয়ে গেছে তার মানে আপনার ঝামেলা আছে😂😆😆😆😆🤣🤣🤣,"বিয়ের স্টেজ থেকে পালিয়ে গেছে, তার মানে আপনার ঝামেলা আছে।","পালাইয়া-পালিয়ে, ,-।"
xNp60a-vb7c,SOMOY TV,2022-10-26T15:10:00Z,কোন বিজ্ঞানী যার সত্যকে আজও উদঘাটন করতে পারেনি | Mount Kailash | Mystery | Somoy Entertainment,News,সময় টিভিকে ধন্যবাদ সনাতন ধর্মের এতো সুন্দর একটা প্রতিবেদন তুলে ধরার জন্য🙏🙏,1,Spelling,সময় টিভিকে ধন্যবাদ সনাতন ধর্মের এত সুন্দর একটা প্রতিবেদন তুলে ধরার জন্য🙏🙏,সময় টিভিকে ধন্যবাদ সনাতন ধর্মের এত সুন্দর একটি প্রতিবেদন তুলে ধরার জন্য। 🙏🙏,"এতো-এত, একটা-একটি।"
