Video ID,Channel name ,Time of Publishing,Title,Genre,Comment,Error,Category,Correct Form,corrected_text,generated_reason
GO9aD9TgWmE,Ekushey Television - ETV,2022-08-30T10:00:09Z,"ওবায়দুল কাদের বললেন, ‘খেলা হবে’; আর রুমিন ফারহানা বললেন, ‘আসেন খেলি’ ! | Quader | Rumeen Farhana",Politics,আমি বুঝলাম না যে কথা কইতে পারে না ঠিক কইরা ও কি খেলবো। আমার তো মনে হয় 30 সেকেন্ড এ আউট হয়ে যাবে 😁😁,1,Spelling,আমি বুঝলাম না যে কথা বলতে পারে না ঠিক করে ও কি খেলবো। আমার তো মনে হয় 30 সেকেন্ড এ বের হয়ে যাবে 😁😁,"আমি বুঝলাম না যে কথা কইতে পারে না ঠিক কইরা, সে কি খেলবে। আমার তো মনে হয় ৩০ সেকেন্ডে আউট হয়ে যাবে 😁😁","কইতে-বলতে / বলতে, কইরা-করে / করে, ও-সে, এ-এ।"
3L-gontFoYw,ATN Bangla News,2023-11-18T16:17:32Z,অভিনেত্রী তানজিন তিশার কি হয়েছিল সেদিন ? Actress | Tanjin Tisha | ATN Bangla News,News,"যদি এরকম কিছু না হয় তাইলে ফারহান ভাইকে লাইভে আসতে বলেন। তিনি যদি বলে এরকম কিছু না তাইলে মেনে নিবো। এক হাতে তালি বাজে না,,",1,Spelling,"যদি এরকম কিছু না হয় তাহলে ফারহান ভাইকে লাইভে আসতে বলেন। তিনি যদি বলে এরকম কিছু না তাহলে মেনে নিবো। এক হাতে তালি বাজে না,,","যদি এরকম কিছু না হয়, তাহলে ফারহান ভাইকে লাইভে আসতে বলেন। তিনি যদি বলেন এরকম কিছু না, তাহলে মেনে নেব। এক হাতে তালি বাজে না।","তাইলে - তাহলে, তাইলে - তাহলে, নিবো - নেব, ,, - ।"
PwWkQnBRZ-Q,Rs Fahim Chowdhury,2023-12-06T16:00:17Z,Rs Fahim Chowdhury এর হলুদ সন্ধ্যা । মান্জিয়ার স্বপ্ন পূরন করতে পারলাম । My Haldi Night Vlog,Entertainment,"সফল ছেলে বিয়া করা খুব সহজ,কিন্তু পাশে থেকে একটা ছেলেকে সফল করে বিয়া করা খুব কষ্টের। Best Of Luck 🎉❤",1,Spelling,"সফল ছেলে বিয়ে করা খুব সহজ,কিন্তু পাশে থেকে একটা ছেলেকে সফল করে বিয়ে করা খুব কষ্টের। Best Of Luck 🎉❤","সফল ছেলেকে বিয়ে করা খুব সহজ, কিন্তু পাশে থেকে একটা ছেলেকে সফল করে বিয়ে করা খুব কষ্টের। Best Of Luck 🎉❤️","বিয়া-বিয়ে, ❤-❤️."
lsUMKxm_VJ8,Unknown Fact BD,2020-06-09T13:37:07Z,হৃদয় ছুঁয়ে যাওয়া ৭টি সেরা ইমোশনাল বিজ্ঞাপন | Top 7 Most Emotional Bangladesh Ads Compilation | HD,Entertainment,মন ছুয়ে গেল এই রকম বিজ্ঞাপন দেখে বাস্তব মনে হয় প্রতিটি মুহূর্ত,1,Spelling,মন ছুঁয়ে গেল এই রকম বিজ্ঞাপন দেখে বাস্তব মনে হয় প্রতিটি মুহূর্ত,"মন ছুঁয়ে গেল এই রকম বিজ্ঞাপন দেখে, বাস্তব মনে হয় প্রতিটি মুহূর্ত।","ছুয়ে-ছুঁয়ে, এই রকম-এইরকম, মুহূর্ত-মুহূর্ত।, Added comma after দেখে."
frU9Y7fgXh8,Rtv News,2023-06-06T18:00:26Z,"ট্রাকে ট্রাকে ঢুকছে পেঁয়াজ, ধরা অসাধু সিন্ডিকেট | Onion imports | Rtv News",News,এটা তাদের চোখে পড়বে না।সার্থে আঘাত লাগছে না।ধন্যবাদ সরকারকে,1,Spelling,এটা তাদের চোখে পড়বে না।স্বার্থে আঘাত লাগছে না।ধন্যবাদ সরকারকে,এটা তাদের চোখে পড়বে না। স্বার্থে আঘাত লাগছে না। ধন্যবাদ সরকারকে।,সার্থে - স্বার্থে।
SdfbQCCSUs0,Channel 24,2019-10-05T06:29:40Z,"৪ বছরের সন্তানকে নিতে চান না বাবা-মা, বিস্মিত আদালত",News,সাজগুজ করার টাকা আছে বাচ্চাটাকে দেখাসুনা করার টাকা নাই আর আমার মা শূন্য থেকে ও আমাদের ছারেননি একা জিবনের লরাইটা করে গেছেন দুই বোনকে ভালো ফ্যামিলিতে বিয়ে দিয়েছেন আল্লাহর রহমতে আমার মা এবং আমরা সবাই ভালো আছি,1,Spelling,সাজগোজ করার টাকা আছে বাচ্চাটাকে দেখাশুনা করার টাকা নাই আর আমার মা শূন্য থেকে ও আমাদের ছাড়েননি একা জীবনের লড়াইটা করে গিয়েছেন দুই বোনকে ভালো ফ্যামিলিতে বিয়ে দিয়েছেন আল্লাহর রহমতে আমার মা এবং আমরা সবাই ভালো আছি,"সাজগোজ করার টাকা আছে, বাচ্চাটাকে দেখাশুনা করার টাকা নাই। আর আমার মা শূন্য থেকে আমাদের ছাড়েননি, একা জীবনের লড়াইটা করে গেছেন। দুই বোনকে ভালো ফ্যামিলিতে বিয়ে দিয়েছেন। আল্লাহর রহমতে আমার মা এবং আমরা সবাই ভালো আছি।","দেখাসুনা-দেখাশুনা, দেখাসুনা করার টাকা নাই আর আমার মা শূন্য থেকে ও-দেখাশুনা করার টাকা নাই। আর আমার মা শূন্য থেকে, ছারেননি-ছাড়েননি, জিবনের-জীবনের, লরাইটা-লড়াইটা, বিয়ে দিয়েছেন আল্লাহর রহমতে আমার মা এবং আমরা সবাই ভালো আছি-বিয়ে দিয়েছেন। আল্লাহর রহমতে আমার মা এবং আমরা সবাই ভালো আছি।"
XrY5mIUqt3c,Somoy Entertainment,2023-08-26T06:51:09Z,জেনে নিন হাবু ভাইয়ের স্ত্রীর পরিচয় | Regina Tultul | Identity of Chashi Alam's Wife | Somoy TV,Entertainment,কয়দিন পর দেখবেন একজনে মঙ্গ গ্রহে আরেক জন অন্য স্বামির গ্রহে😂😂😂😂,1,Spelling,কয়দিন পর দেখবেন একজনে মঙ্গল গ্রহে আরেক জন অন্য স্বামীর গ্রহে😂😂😂😂,"কয়দিন পর দেখবেন, একজনে মঙ্গলে, আরেকজন অন্য স্বামীর গ্রহে। 😂😂😂😂","মঙ্গ গ্রহে-মঙ্গলে, স্বামির-স্বামীর, একজনে-একজনে।"
7izt614wtgI,Eagle Music Video Station,2016-07-05T21:08:16Z,BAHUDORE | Imran | Brishty | Official Music Video | 2016,Entertainment ,"ছোটোবেলায় যখন গানটা সুনতাম ভেতরে কেমন একটা ফিল হতো😊 সারাদিন সুনতাম আর গুন গুন করতাম, আহ্ কি সুন্দর ছিলো দিন গুলো 🤍🌸",1,Spelling,"ছোটোবেলায় যখন গানটা শুনতাম ভেতরে কেমন একটা অনুভূতি হতো😊 সারাদিন সুনতাম আর গুন গুন করতাম, আহ্ কি সুন্দর ছিল দিন গুলো 🤍🌸","ছোটবেলায় যখন গানটা শুনতাম, ভেতরে কেমন একটা ফিল হতো 😊। সারাদিন শুনতাম আর গুনগুন করতাম, আহ্ কি সুন্দর ছিল দিনগুলো 🤍🌸।","সুনতাম-শুনতাম, ছিলো-ছিল, গুলো-গুলো।"
NFvZtFL37lc,Channel i Tv,2017-08-23T11:37:11Z,Bayanno Theke Ekattor | Bangla Movie | Amit Hassan | Ferdous | Nipun | Channel i TV,Entertainment,আপনাকে শুধু এটুকুই বলবো আমার সেলুট ফেরদৌস দাদা আমার গুরুদেব 🙏🙏🙏,1,Spelling,আপনাকে শুধু এটুকুই বলবো আমার সেলুট ফেরদৌস দাদা আমার গুরুদেব 🙏🙏🙏,"আপনাকে শুধু এটুকুই বলবো, আমার সেলুট ফেরদৌস দাদাকে, আমার গুরুদেব। 🙏🙏🙏","এটুকুই বলবো আমার - এটুকুই বলবো, / এটুকুই বলব; ফেরদৌস দাদা আমার - ফেরদৌস দাদাকে, আমার।"
FNBfZbs9An4,Burnabee Records,2023-10-17T10:00:19Z,Kalachan 2 | কালাচান ২ | Tosiba | Pritom | Rizan | Alongkar | Hamza | Shovon Roy | Puja Song 2023,Entertainment,"অলংকারের নাচের স্কিল দেখে মুগ্ধ হয়ে গেলাম! সে আমাদের চলচ্চিত্রের আইটেম গানের জন্য পারফেক্ট হবে। বডি ফিটনেস, লুক ও নাচ সবেই অসাধারণ ❤",1,Code Switching,"অলংকারের নাচের দক্ষতা দেখে মুগ্ধ হয়ে গেলাম! সে আমাদের চলচ্চিত্রের আইটেম গানের জন্য যথাযথ হবে। শারীরিক সুস্থতা, চাহনি ও নাচ সবেই অসাধারণ ❤","অলংকারের নাচের স্কিল দেখে মুগ্ধ হয়ে গেলাম! সে আমাদের চলচ্চিত্রের আইটেম গানের জন্য পারফেক্ট হবে। বডি ফিটনেস, লুক ও নাচ সবই অসাধারণ। ❤",সবেই-সবই।
DpN5gVjZVm8,Team bachelor official ,2023-09-06T14:30:07Z,নারী দ্বিতীয় পুরুষের ছোঁয়া পেলে প্রথম পুরুষকে ভুলে যায় 💔🥀😥,Entertainment,ইতিহাসের পাতায় লিখা আছে নারি তুমি ছলনাময়ী,1,Spelling,ইতিহাসের পাতায় লিখা আছে নারী তুমি ছলনাময়ী,"ইতিহাসের পাতায় লেখা আছে, নারী তুমি ছলনাময়ী।","লিখা - লেখা, আছে নারি - আছে, নারী।"
M1_Lf8L6aLw,Salahuddin Sumon,2023-05-07T15:22:27Z,বাহুবলী সিনেমার শ্যুটিং হয়েছিলো কেরালার যে জলপ্রপাতে || Bahubali Waterfalls | Athirapilly Waterfalls,Entertainment,ভাগ্যবান ভাই আপনি আমরা যারা গরীব ভারতীয় অর্থের অভাবে ভারতের অনেক সৌন্দর্য জায়গা দেখতে পারিনা এগুলো আপনার ভিডিওর মাধ্যমে দেখলাম আপনাকে অনেক ধন্যবাদ,1,Spelling,ভাগ্যবান ভাই আপনি আমরা যারা গরিব ভারতীয় অর্থের অভাবে ভারতের অনেক সৌন্দর্য জায়গা দেখতে পারিনা এগুলো আপনার ভিডিওর মাধ্যমে দেখলাম আপনাকে অনেক ধন্যবাদ,"ভাগ্যবান ভাই, আপনি। আমরা যারা গরীব, অর্থের অভাবে ভারতের অনেক সুন্দর জায়গা দেখতে পারি না, আপনার ভিডিওর মাধ্যমে সেগুলো দেখলাম। আপনাকে অনেক ধন্যবাদ।","ভারতীয়-ভারতের, সৌন্দর্য জায়গা-সুন্দর জায়গা, এগুলো-সেগুলো, আপনি আমরা-আপনি। আমরা, কমাগুলো যুক্ত করা হয়েছে এবং বাক্যটিকে সুস্পষ্ট করা হয়েছে।"
n5kkfaECqkc,mehedi hasan,2021-07-27T06:31:55Z,রুবেল । Ruble ।🏏 রুবেলের সে ঐতিহাসিক হ্যাট্রিক❤️🥰,Sports,সে দিন কেঁদে ছিল পোর বাংলাদেশ 😢😢,1,Spelling,সে দিন কেঁদে ছিল পুরো বাংলাদেশ 😢😢,সেদিন কেঁদেছিল পুরো বাংলাদেশ। 😢😢,পোর-পুরো।
bZUWnMX2UNA,Ekattor TV,2022-06-18T17:37:17Z,ব্রাজিল বললো - এবারের বিশ্বকাপ জিতবে আর্জেন্টিনা | Khelajog | Sports | Ekattor TV,Sports,এবার আর্জেন্টিনা আসলেই ফেভারিট। তারপরও প্রিয় দল ব্রাজিলের জন্য শুভ কামনা,1,Code Switching,এবার আর্জেন্টিনা আসলেই প্রিয়। তারপরও প্রিয় দল ব্রাজিলের জন্য শুভ কামনা,এবার আর্জেন্টিনা আসলেই ফেভারিট। তার পরও প্রিয় দল ব্রাজিলের জন্য শুভকামনা।,"তারপরও-তার পরও, শুভ কামনা-শুভকামনা।"
jTK2MX2t10g,Rtv News,2023-08-04T11:15:59Z,অদ্ভুত পোশাকে নেট দুনিয়ায় হইচই নীল রানাউতের | Famous Fashion Show | Neel Ranaut | Rtv News,Miscellanous,পাগলে পাগল চিনবে এটাই স্বাভাবিক,1,Spelling,পাগল পাগলকে চিনবে এটাই স্বাভাবিক,"পাগলে পাগলে চেনে, এটাই স্বাভাবিক।",পাগল - পাগলে চেনে
5b9xti9-Z5o,Cricket Golpo,2023-01-12T14:11:58Z,বেয়াদবি নাকি প্রতিবাদ? দেখুন ক্রিকেট মাঠে সাকিবের যত সাহসী কর্মকান্ড! Protest of Shakib Al Hasan,Sports,সাকিব  ঠিক করে।এটা না করলে আম্পায়াররা  আরো বেশি বাজে করত বাংলাদেশের সাথে।,1,Spelling,সাকিব  ঠিক করে।এটা না করলে আম্পায়াররা  আরো বেশি বাজে করতো বাংলাদেশের সাথে।,সাকিব ঠিক করেছে। এটা না করলে আম্পায়াররা আরও বেশি বাজে করত বাংলাদেশের সাথে।,"ঠিক করে-ঠিক করেছে, এটা-এটা, করত-করত।"
GO9aD9TgWmE,Ekushey Television - ETV,2022-08-30T10:00:09Z,"ওবায়দুল কাদের বললেন, ‘খেলা হবে’; আর রুমিন ফারহানা বললেন, ‘আসেন খেলি’ ! | Quader | Rumeen Farhana",Politics,ওবায়েদুল কাদেরের সারাজীবন খেলা করতে হবে জীততে হবে না,1,Spelling,ওবায়েদুল কাদেরের সারাজীবন খেলা করতে হবে জিততে হবে না,"ওবায়দুল কাদেরকে সারাজীবন খেলতে হবে, জিততে হবে না।","এর-কে, জীততে-জিততে।"
sATVkH2h-uA,Independent Television,2019-03-29T13:58:16Z,'স্মার্ট ঢাকা'র স্বপ্ন কতটুকু পূরণ করতে পেরেছিলেন প্রয়াত মেয়র আনিসুল হক? | Ajker Bangladesh,Politics,আল্লাহ আপনাকে জান্নাত বাসি করুক স্যার💜💜,1,Spelling,আল্লাহ আপনাকে জান্নাত বাসী করুক স্যার💜💜,"আল্লাহ আপনাকে জান্নাতবাসী করুক, স্যার। 💜💜","বাসি-বাসী, করুকস্যার-করুক, স্যার।"
bKs3AV8rwlg,Anupam Movie Songs,2018-10-11T05:00:01Z,Nil Akasher Niche | নীল আকাশের নীচে | Razzak | Khandokar Faruk Ahmed | Nil Akasher Niche,Entertainment,মানুষ  চলে গেলে সৃতি  রেখে  গেছেন,1,Spelling,মানুষ  চলে গেলে স্মৃতি  রেখে  গেছেন,মানুষ চলে গেলে স্মৃতি রেখে যান।,"সৃতি-স্মৃতি, গেছেন-যান।"
ccw1ZW_jB-s,SOMOY TV,2023-10-11T11:42:00Z,ফিলিস্তিনিদের পাশে কিম জং উন | Israeli–Palestinian conflict | Kim Jong Un | North Korea | Somoy TV,News,"অসংখ্য ধন্যবাদ উওর কোরিয়ার প্রধানমন্ত্রী কে, ফিলিস্তিনের পাশে দারানোর জন্য,, ইনশাল্লাহ ফিলিস্তিনের জয় হবে",1,Spelling,"অসংখ্য ধন্যবাদ উত্তর কোরিয়ার প্রধানমন্ত্রীকে, ফিলিস্তিনের পাশে দাঁড়ানোর জন্য,, ইনশাল্লাহ ফিলিস্তিনের জয় হবে","অসংখ্য ধন্যবাদ উত্তর কোরিয়ার প্রধানমন্ত্রীকে, ফিলিস্তিনের পাশে দাঁড়ানোর জন্য। ইনশাআল্লাহ, ফিলিস্তিনের জয় হবে।","উওর-উত্তর, দারানোর-দাঁড়ানোর, ,, - । , কে-কে।"
hSOMiJR4Y4o,SOMOY TV,2021-03-18T16:00:33Z,'উনি আমার পরিবার নিয়ে কথা বলতে পারেন না' | Dighi | Somoy TV,Entertainment,দিঘি কে ছোটবেলায় সিনেমায় মানাইছে এখন সিনেমা নয় ওকে দিয়ে ওয়েব সিরিজ বানানো দরকার,1,Spelling,দিঘি কে ছোটবেলায় সিনেমায় মানিয়েছে এখন সিনেমা নয় ওকে দিয়ে ওয়েব সিরিজ বানানো দরকার,"দিঘিকে ছোটবেলায় সিনেমায় মানাত, এখন সিনেমা নয়, ওকে দিয়ে ওয়েব সিরিজ বানানো দরকার।","মানাইছে-মানাত, কমা যুক্ত করা হয়েছে।"
